ngram,n,predicted,first
makes me feel like,146,like,makes me feel
shut the fuck up,146,up,shut the fuck
wait to see it,146,it,wait to see
you can make it,146,it,you can make
you get a chance,146,chance,you get a
all i want to,145,to,all i want
am i going to,145,to,am i going
and there is a,145,a,and there is
follow me i love,145,love,follow me i
glad you liked it,145,it,glad you liked
i love you i,145,i,i love you
i would have been,145,been,i would have
if you don't like,145,like,if you don't
if you have to,145,to,if you have
it is easy to,145,to,it is easy
it out of the,145,the,it out of
that one of the,145,the,that one of
the first time since,145,since,the first time
the last few weeks,145,weeks,the last few
we are looking for,145,for,we are looking
and a couple of,144,of,and a couple
glad you like it,144,it,glad you like
had no idea what,144,what,had no idea
i will be in,144,in,i will be
in a large bowl,144,bowl,in a large
in order to be,144,be,in order to
the best of the,144,the,the best of
the face of the,144,the,the face of
you are in the,144,the,you are in
as far as the,143,the,as far as
be interesting to see,143,see,be interesting to
hard for me to,143,to,hard for me
i like to think,143,think,i like to
i think it would,143,would,i think it
i was on the,143,the,i was on
seems to be the,143,the,seems to be
to see what you,143,you,to see what
was the last time,143,time,was the last
and i think i,142,i,and i think
by the fact that,142,that,by the fact
don't want to go,142,go,don't want to
get out of bed,142,bed,get out of
give us a call,142,call,give us a
gonna be a good,142,good,gonna be a
had a great day,142,day,had a great
have the opportunity to,142,to,have the opportunity
have to do with,142,with,have to do
that you have to,142,to,that you have
the fact that they,142,they,the fact that
what you want to,142,to,what you want
will let you know,142,know,will let you
you dont want to,142,to,you dont want
a picture of the,141,the,a picture of
all i know is,141,is,all i know
and i am not,141,not,and i am
and i love you,141,you,and i love
and let me know,141,know,and let me
are you coming to,141,to,are you coming
as a matter of,141,of,as a matter
as much as you,141,you,as much as
both sides of the,141,the,both sides of
can you follow me,141,me,can you follow
happy new year to,141,to,happy new year
know if you have,141,have,know if you
no one wants to,141,to,no one wants
on the verge of,141,of,on the verge
reminds me of the,141,the,reminds me of
so much for your,141,your,so much for
thanks for your support,141,support,thanks for your
this is a very,141,very,this is a
was so much fun,141,fun,was so much
and i can't wait,140,wait,and i can't
feel the same way,140,way,feel the same
for a lot of,140,of,for a lot
i might have to,140,to,i might have
i will not be,140,be,i will not
in the center of,140,of,in the center
it used to be,140,be,it used to
just a little bit,140,bit,just a little
know who you are,140,are,know who you
look forward to your,140,your,look forward to
thanks to all the,140,the,thanks to all
the awkward moment when,140,when,the awkward moment
will be on the,140,the,will be on
you are the best,140,best,you are the
at in the morning,139,morning,at in the
great way to start,139,start,great way to
how do you know,139,know,how do you
in a lot of,139,of,in a lot
in front of my,139,my,in front of
it comes to the,139,the,it comes to
so i have to,139,to,so i have
the winner of the,139,the,the winner of
there is only one,139,one,there is only
think it would be,139,be,think it would
to do with my,139,my,to do with
to make up for,139,for,to make up
we live in a,139,a,we live in
when it came to,139,to,when it came
with a bit of,139,of,with a bit
you have to go,139,go,you have to
be the first to,138,to,be the first
but you have to,138,to,but you have
by the way i,138,i,by the way
glad you enjoyed it,138,it,glad you enjoyed
how to do it,138,it,how to do
i'm in love with,138,with,i'm in love
i dont have a,138,a,i dont have
i have never been,138,been,i have never
in the th century,138,century,in the th
is the fact that,138,that,is the fact
taking the time to,138,to,taking the time
to go on a,138,a,to go on
turns out to be,138,be,turns out to
us know what you,138,you,us know what
when i went to,138,to,when i went
a big thank you,137,you,a big thank
an eye out for,137,for,an eye out
and i know that,137,that,and i know
are going to have,137,have,are going to
are looking for a,137,a,are looking for
hey thanks for the,137,the,hey thanks for
i have a new,137,new,i have a
in love with you,137,you,in love with
in the context of,137,of,in the context
it all the time,137,time,it all the
keep an eye on,137,on,keep an eye
lots and lots of,137,of,lots and lots
my wife and i,137,i,my wife and
so that i could,137,could,so that i
the one and only,137,only,the one and
the university of chicago,137,chicago,the university of
to let go of,137,of,to let go
today is the day,137,day,today is the
a matter of time,136,time,a matter of
been a long time,136,time,been a long
but it is a,136,a,but it is
i will try to,136,to,i will try
just around the corner,136,corner,just around the
more often than not,136,not,more often than
on to the next,136,next,on to the
the last few days,136,days,the last few
the world to me,136,me,the world to
this will be a,136,a,this will be
to be the most,136,most,to be the
to give you a,136,a,to give you
to one of my,136,my,to one of
would like to thank,136,thank,would like to
a mi run with,135,with,a mi run
and i am so,135,so,and i am
and i have no,135,no,and i have
can't wait to go,135,go,can't wait to
glad to hear it,135,it,glad to hear
i am so glad,135,glad,i am so
i do not have,135,have,i do not
it is what it,135,it,it is what
on my way home,135,home,on my way
on the part of,135,of,on the part
to catch up with,135,with,to catch up
to the rest of,135,of,to the rest
want to be in,135,in,want to be
am i supposed to,134,to,am i supposed
and i need to,134,to,and i need
at a time when,134,when,at a time
be a lot of,134,of,be a lot
do a lot of,134,of,do a lot
don't know if i,134,i,don't know if
for the next few,134,few,for the next
happy birthday to the,134,the,happy birthday to
having a hard time,134,time,having a hard
i don't give a,134,a,i don't give
i have decided to,134,to,i have decided
i need to make,134,make,i need to
i wanted to make,134,make,i wanted to
if i had to,134,to,if i had
me so i can,134,can,me so i
on the road to,134,to,on the road
so excited to be,134,be,so excited to
the th anniversary of,134,of,the th anniversary
to find a way,134,way,to find a
to see you soon,134,soon,to see you
want to talk to,134,to,want to talk
what happens when you,134,you,what happens when
woke up this morning,134,morning,woke up this
you may want to,134,to,you may want
had a great weekend,133,weekend,had a great
i grew up in,133,in,i grew up
it was such a,133,a,it was such
just finished a mi,133,mi,just finished a
on one of the,133,the,on one of
on the basis of,133,of,on the basis
over the last few,133,few,over the last
that i used to,133,to,that i used
think like a man,133,man,think like a
tip of the day,133,day,tip of the
until the end of,133,of,until the end
and all of the,132,the,and all of
did not want to,132,to,did not want
do i need to,132,to,do i need
do the same thing,132,thing,do the same
from all over the,132,the,from all over
going to be on,132,on,going to be
i do have a,132,a,i do have
i do not want,132,want,i do not
i dont think i,132,i,i dont think
keep in mind that,132,that,keep in mind
know what that means,132,means,know what that
make the most of,132,of,make the most
on the phone with,132,with,on the phone
one of the worst,132,worst,one of the
thanks for the tip,132,tip,thanks for the
the last time you,132,you,the last time
the part of the,132,the,the part of
the problem is that,132,that,the problem is
what would you do,132,do,what would you
a trip to the,131,the,a trip to
as much as the,131,the,as much as
by the time we,131,we,by the time
finished a mi run,131,run,finished a mi
have a good one,131,one,have a good
here are some of,131,of,here are some
hope you feel better,131,better,hope you feel
i am thankful for,131,for,i am thankful
i was the only,131,only,i was the
of the rest of,131,of,of the rest
right around the corner,131,corner,right around the
there's a lot of,131,of,there's a lot
where have you been,131,been,where have you
a glass of wine,130,wine,a glass of
a part of it,130,it,a part of
and there is no,130,no,and there is
end of the week,130,week,end of the
happy cinco de mayo,130,mayo,happy cinco de
have nothing to do,130,do,have nothing to
i'll be sure to,130,to,i'll be sure
i can't believe i,130,i,i can't believe
it seems to be,130,be,it seems to
that there was a,130,a,that there was
there would be no,130,no,there would be
to make sure i,130,i,to make sure
to pick up the,130,the,to pick up
to the bottom of,130,of,to the bottom
when i get back,130,back,when i get
