ngram,n,predicted,first
to become a,534,a,to become
was a bit,533,bit,was a
i got my,532,my,i got
in the united,532,united,in the
is also a,532,a,is also
it in a,532,a,it in
of all time,532,time,of all
to go on,532,on,to go
a beautiful day,531,day,a beautiful
first time i,531,i,first time
i really like,531,like,i really
are looking for,530,for,are looking
to hear that,530,that,to hear
to write a,530,a,to write
dont have to,529,to,dont have
how to make,529,make,how to
in this world,529,world,in this
say that i,529,i,say that
talk to me,529,me,talk to
they will be,529,be,they will
all i can,528,can,all i
last day of,528,of,last day
you like it,528,it,you like
and one of,527,of,and one
i'm about to,527,to,i'm about
i know the,527,the,i know
me when i,527,i,me when
i just don't,526,don't,i just
the death of,526,of,the death
the time of,526,of,the time
get ready for,525,for,get ready
in the meantime,525,meantime,in the
all kinds of,524,of,all kinds
how do i,524,i,how do
a great deal,523,deal,a great
for a little,523,little,for a
over to the,523,the,over to
see you soon,523,soon,see you
so excited for,523,for,so excited
that i don't,522,don't,that i
they are the,522,the,they are
to live in,522,in,to live
could be a,521,a,could be
in the area,521,area,in the
off to the,521,the,off to
really need to,521,to,really need
the same as,521,as,the same
to pay for,521,for,to pay
and lots of,520,of,and lots
i was on,520,on,i was
that they were,520,were,that they
because i was,519,was,because i
for following me,519,me,for following
me if you,519,you,me if
one of his,519,his,one of
to the world,519,world,to the
is all about,518,about,is all
is trying to,518,to,is trying
when i saw,518,saw,when i
the world to,517,to,the world
to come back,517,back,to come
and thank you,516,you,and thank
what you are,516,are,what you
in the right,515,right,in the
looking at the,515,the,looking at
might as well,515,well,might as
all of these,514,these,all of
in the kitchen,514,kitchen,in the
is the one,514,one,is the
love you so,514,so,love you
must have been,514,been,must have
back to work,513,work,back to
i was there,513,there,i was
the one that,513,that,the one
to say the,513,the,to say
to win a,513,a,to win
a year old,512,old,a year
at the bottom,512,bottom,at the
i know it's,512,it's,i know
much of a,512,a,much of
not sure what,512,what,not sure
i was the,511,the,i was
in the early,511,early,in the
wait to get,511,get,wait to
as i can,510,can,as i
be part of,510,of,be part
it but i,510,i,it but
what you do,510,do,what you
figure out how,509,how,figure out
to get your,508,your,to get
a few times,507,times,a few
do with the,507,the,do with
fact that i,507,i,fact that
i don't get,507,get,i don't
last time i,507,i,last time
i'll have to,506,to,i'll have
is why i,506,i,is why
of the story,506,story,of the
will be there,506,there,will be
with a little,506,little,with a
all of your,505,your,all of
go to a,505,a,go to
i took a,505,a,i took
up for a,505,a,up for
as one of,504,of,as one
the face of,504,of,the face
why do i,504,i,why do
a trip to,503,to,a trip
follow me please,503,please,follow me
friends and family,503,family,friends and
a hard time,502,time,a hard
have a few,502,few,have a
some of them,502,them,some of
thx for the,502,the,thx for
to get up,502,up,to get
would you like,502,like,would you
you can make,502,make,you can
you think of,502,of,you think
but i can,501,can,but i
in the book,501,book,in the
it has a,501,a,it has
might be a,501,a,might be
most of my,501,my,most of
to be there,501,there,to be
you are going,501,going,you are
but i love,500,love,but i
check out my,500,my,check out
i think its,500,its,i think
im not sure,500,sure,im not
love to hear,500,hear,love to
want me to,500,to,want me
you can be,500,be,you can
back and forth,499,forth,back and
as i am,498,am,as i
that kind of,498,of,that kind
way to get,498,get,way to
what i have,498,have,what i
back of the,497,the,back of
can see the,497,the,can see
for a good,497,good,for a
that has been,497,been,that has
to think that,497,that,to think
even if you,496,you,even if
moment when you,496,you,moment when
thought i would,496,would,thought i
i have some,495,some,i have
i may have,495,have,i may
the whole thing,495,thing,the whole
when i got,495,got,when i
who i am,495,am,who i
you and i,495,i,you and
have to make,494,make,have to
miss you too,494,too,miss you
of the month,494,month,of the
thought it would,494,would,thought it
you think you,494,you,you think
but when i,493,i,but when
going to bed,493,bed,going to
good to see,493,see,good to
if they are,493,are,if they
should have been,493,been,should have
will continue to,493,to,will continue
is that it,492,it,is that
so many people,492,people,so many
and now i,491,i,and now
back to my,491,my,back to
my life i,491,i,my life
next to me,491,me,next to
should not be,491,be,should not
the idea that,491,that,the idea
of my friends,490,friends,of my
to each other,489,other,to each
will be at,489,at,will be
at the beginning,488,beginning,at the
but i still,488,still,but i
i am now,488,now,i am
if you would,488,would,if you
the time and,488,and,the time
and a few,487,few,and a
but i just,487,just,but i
but they are,487,are,but they
hope all is,487,is,hope all
is a bit,487,bit,is a
that we can,487,can,that we
to be back,487,back,to be
to have been,487,been,to have
i was like,486,like,i was
live in a,486,a,live in
now i am,486,am,now i
now that i,486,i,now that
of your life,486,life,of your
on the side,486,side,on the
to come out,486,out,to come
we're going to,486,to,we're going
around the corner,485,corner,around the
but i'm not,485,not,but i'm
i knew i,485,i,i knew
time in the,485,the,time in
and i were,484,were,and i
family and friends,484,friends,family and
i ended up,484,up,i ended
and then the,483,the,and then
be the first,483,first,be the
i know right,483,right,i know
of one of,483,of,of one
was the best,483,best,was the
are on the,482,the,are on
back into the,482,the,back into
follow me i,482,i,follow me
going back to,482,to,going back
there is an,482,an,there is
they have to,482,to,they have
to go home,482,home,to go
you go to,482,to,you go
how to get,481,get,how to
if i have,481,have,if i
the course of,481,of,the course
the heart of,481,of,the heart
you on the,481,the,you on
for them to,480,to,for them
have time to,480,to,have time
i saw the,480,the,i saw
so much better,480,better,so much
to start the,480,the,to start
when i am,480,am,when i
are trying to,479,to,are trying
glad to hear,479,hear,glad to
i can be,479,be,i can
on the first,479,first,on the
out for a,479,a,out for
to wake up,479,up,to wake
you get to,479,to,you get
going on in,478,in,going on
i can only,478,only,i can
in such a,478,a,in such
no need to,478,to,no need
think it was,478,was,think it
time of year,478,year,time of
to the top,478,top,to the
excited to be,477,be,excited to
i just love,477,love,i just
just got a,477,a,just got
thing to do,477,do,thing to
a man who,476,who,a man
at least a,476,a,at least
in the dark,476,dark,in the
is full of,476,of,is full
it is also,476,also,it is
but i did,475,did,but i
couple of days,475,days,couple of
have a new,475,new,have a
parts of the,475,the,parts of
the things i,475,i,the things
to buy a,475,a,to buy
with all of,475,of,with all
better than the,474,the,better than
day in the,474,the,day in
even if it,474,it,even if
it feels like,474,like,it feels
out of your,474,your,out of
talking about the,474,the,talking about
the shout out,474,out,the shout
to hang out,474,out,to hang
trying to find,474,find,trying to
will never be,474,be,will never
tell you that,473,that,tell you
up at the,473,the,up at
for you and,472,and,for you
may be a,472,a,may be
may have been,472,been,may have
to see them,472,them,to see
for the best,471,best,for the
in a long,471,long,in a
need to make,471,make,need to
to help you,471,you,to help
you can also,471,also,you can
but i dont,470,dont,but i
think it is,470,is,think it
to get on,470,on,to get
and he was,469,was,and he
he is the,468,the,he is
i feel so,468,so,i feel
i like that,468,that,i like
it and i,468,i,it and
over the next,468,next,over the
to be one,468,one,to be
you follow me,468,me,you follow
you need a,468,a,you need
and the rest,467,rest,and the
because i have,467,have,because i
close to the,467,the,close to
i believe that,467,that,i believe
i want you,467,you,i want
on my mind,467,mind,on my
out for the,467,the,out for
when it was,467,was,when it
would not be,467,be,would not
and thanks for,466,for,and thanks
for more than,466,than,for more
i could do,466,do,i could
ready for a,466,a,ready for
that is what,466,what,that is
on my own,465,own,on my
some of these,465,these,some of
the center of,465,of,the center
for a bit,464,bit,for a
i felt like,464,like,i felt
in case you,464,you,in case
me to the,464,the,me to
more than the,464,the,more than
out of this,464,this,out of
place in the,464,the,place in
what i am,464,am,what i
in the room,463,room,in the
so it was,463,was,so it
you don't want,463,want,you don't
if you could,462,could,if you
if you know,462,know,if you
in the game,462,game,in the
not the only,462,only,not the
only a few,462,few,only a
that she was,462,was,that she
the new year,462,year,the new
to be with,462,with,to be
we decided to,462,to,we decided
and it will,461,will,and it
be a part,461,part,be a
how to do,461,do,how to
it must be,461,be,it must
thanks to everyone,461,everyone,thanks to
that in the,461,the,that in
what you have,461,have,what you
and on the,460,the,and on
and we will,460,will,and we
had to go,460,go,had to
i think about,460,about,i think
is my favorite,460,favorite,is my
not at all,460,all,not at
a very good,459,good,a very
have to take,459,take,have to
if i were,459,were,if i
the best part,459,part,the best
think of the,459,the,think of
this morning i,459,i,this morning
all sorts of,458,of,all sorts
congrats on the,458,the,congrats on
going to take,458,take,going to
hope you had,458,had,hope you
is supposed to,458,to,is supposed
the form of,458,of,the form
i really need,457,need,i really
you will have,457,have,you will
for a week,456,week,for a
here we go,456,go,here we
i just had,456,had,i just
in the studio,456,studio,in the
it does not,456,not,it does
when i first,456,first,when i
good luck to,455,to,good luck
we are in,455,in,we are
you have no,455,no,you have
and out of,454,of,and out
but you can,454,can,but you
have the same,454,same,have the
i love u,454,u,i love
so hard to,454,to,so hard
to be so,454,so,to be
to the new,454,new,to the
he had a,453,a,he had
he wants to,453,to,he wants
it was my,453,my,it was
to worry about,453,about,to worry
a way that,452,that,a way
it is an,452,an,it is
it was like,452,like,it was
up and down,452,down,up and
a cup of,451,of,a cup
gave me a,451,a,gave me
i saw a,451,a,i saw
some of you,451,you,some of
you can use,451,use,you can
having a great,450,great,having a
is the same,450,same,is the
sorry for the,450,the,sorry for
the first day,450,day,the first
today is the,450,the,today is
we do not,450,not,we do
you have an,450,an,you have
and try to,449,to,and try
i think my,449,my,i think
if you love,449,love,if you
the cost of,449,of,the cost
to make me,449,me,to make
is better than,448,than,is better
it turns out,448,out,it turns
just had a,448,a,just had
nice to see,448,see,nice to
this kind of,448,of,this kind
wanted to do,448,do,wanted to
what's going on,448,on,what's going
don't know why,447,why,don't know
dont know what,447,what,dont know
going to try,447,try,going to
make it a,447,a,make it
version of the,447,the,version of
and i thought,446,thought,and i
for the retweet,446,retweet,for the
go to school,446,school,go to
i hope i,446,i,i hope
me that i,446,i,me that
she is a,446,a,she is
she was a,446,a,she was
since i was,446,was,since i
talk to you,446,you,talk to
